Weight (pounds),Height (inches)
141.2872,70.69283
129.9806,68.26736
134.8798,65.89008
156.0944,73.01042
134.7738,67.67587
135.5158,66.78503
120.9929,68.32888
133.0843,70.73417
128.0102,69.43571
111.8821,69.95298
108.5709,68.38192
141.8568,66.70985
134.9127,70.25069
118.2398,67.62069
123.5611,67.58186
110.9755,65.98681
121.7078,68.78521
128.9687,68.62075
132.6356,67.27841
111.0262,65.34695
143.2576,69.76109
125.2298,69.89052
136.3245,69.03762
126.3744,67.52712
133.2845,69.42798
122.813,69.25325
121.3649,67.20804
139.8288,68.00991
130.8996,72.35641
137.4973,65.18365
124.8715,67.18597
122.6361,67.76811
128.1323,69.67532
110.4944,68.04481
130.4623,70.36942
124.1877,64.41718
140.3651,66.85948
132.4583,70.20287
129.9706,67.02928
144.3226,69.26978
118.4512,67.42833
133.0559,70.54165
123.7602,64.53151
125.6892,68.24766
129.7971,65.98542
106.1024,66.86053
139.3225,66.122
130.4799,67.34277
119.9616,67.62678
124.4751,67.02834
126.0978,67.42969
128.2102,66.99899
136.238,69.26638
121.8698,67.67848
112.3066,68.48995
134.703,69.15514
127.4389,69.54796
106.6406,67.40434
107.8906,66.14023
117.2843,63.61758
110.2457,65.16034
121.0482,68.08398
124.3501,67.93785
128.1553,67.52815
121.222,68.97399
121.0895,63.48592
117.5089,66.16304
97.5369,64.82835
119.6172,66.42971
118.9727,68.43495
137.8509,66.52114
121.5155,68.74805
132.5458,65.97323
100.0056,67.03314
141.2024,68.58693
126.5394,66.32704
155.3977,72.83685
134.7797,70.3984
125.6942,68.05803
115.004,65.14364
125.904,69.14854
123.25,64.25558
117.198,63.75162
148.7849,72.02677
128.8653,65.65417
118.7941,67.21431
123.3988,69.10937
90.03145,64.55084
120.5746,69.84948
126.2191,70.64157
126.7902,67.02268
124.9625,66.05177
143.185,67.36082
129.4889,67.63802
131.3101,67.75642
139.614,69.01775
120.3352,66.81603
128.0491,68.1264
144.2164,69.39699
107.2461,68.0198
140.6199,71.13762
110.6346,66.92045
123.7867,68.51978
134.2646,67.49444
135.7343,67.69485
132.574,70.48607
101.3696,64.47721
138.2492,69.08046
131.9158,67.60168
99.18847,68.3217
104.5348,68.73792
108.8067,65.82668
129.1996,67.5949
132.2253,69.82714
132.0935,69.24298
121.3455,66.8406
120.1047,69.53579
122.0791,66.37498
125.3647,66.07098
112.5542,64.61507
121.1324,68.42049
115.4338,69.56459
140.7167,69.39142
123.0205,68.43529
127.0142,67.05497
130.0494,67.7922
144.1957,71.94893
129.699,69.63726
143.083,72.0813
117.2453,68.45988
139.3682,65.46367
106.0456,67.27282
131.0038,68.18818
119.6203,67.28198
112.35,63.91125
132.679,67.71167
139.7611,72.1432
135.8145,68.25521
133.3183,67.53778
121.2002,68.60468
111.6109,67.59235
114.0807,65.19918
110.2593,62.40921
122.8997,70.58047
134.8572,68.8901
119.1949,68.74666
118.4403,66.29907
134.1269,66.65775
125.0959,66.55058
123.8787,67.70659
125.8733,69.75302
114.2514,67.72124
135.5384,69.36439
115.7687,66.44274
119.574,67.19566
114.6366,66.4343
117.4341,65.08244
153.8939,70.47208
107.8835,67.66172
113.0245,67.5012
131.5965,68.91253
131.1377,67.64257
139.4594,68.50697
133.7691,67.21841
113.0185,65.88687
118.3424,69.8779
138.2626,70.37038
139.6973,68.66927
132.6589,68.70197
141.7412,69.8006
150.0568,70.90949
118.2564,65.1748
118.9631,66.21658
135.4832,69.61605
154.3167,69.87508
133.1199,65.58734
115.4637,66.083
135.9939,70.48212
112.9479,67.84056
136.3002,68.47217
128.7134,66.79221
124.5508,68.54694
114.0726,64.80177
106.2728,66.60203
121.7322,67.21014
114.8589,66.73678
110.7923,66.53306
132.2393,68.6929
141.1859,68.19062
121.3297,63.92606
117.6169,69.5829
140.1896,70.98816
141.9068,70.76388
126.1456,65.02684
128.0042,66.90201
130.8349,69.23204
143.7256,66.09344
138.9172,69.49427
140.3419,68.05
131.6908,67.49402
140.8144,68.85025
125.7072,68.23896
116.0417,68.38393
113.6366,68.95408
125.5184,67.65103
111.8929,66.20531
134.5124,68.93726
127.1,67.80014
121.8737,65.2647
130.421,68.09232
115.7811,68.65955
120.4567,67.81543
133.6623,65.20035
105.3131,65.84472
141.2867,67.38545
124.5046,67.92876
120.0427,66.27859
121.0602,70.74889
147.2286,69.97731
125.5631,67.20964
126.7142,67.31481
147.5274,70.24038
134.3203,68.99325
131.2151,68.59389
137.5212,67.98396
149.4448,70.36114
125.7485,68.91001
123.1591,66.87767
122.6614,66.79704
107.0973,66.1317
126.4469,72.32421
130.1897,68.51105
128.0733,68.79547
147.6337,70.50895
124.8905,67.21348
140.4072,67.40794
135.5266,67.35628
129.793,68.38489
140.7337,71.91894
121.2177,68.43062
139.6088,67.77666
117.0843,68.99119
129.6054,66.21266
123.8408,67.7385
129.3636,70.30638
118.034,68.12954
127.871,69.86354
129.2263,68.46795
130.3162,70.82723
125.3443,70.53312
114.5746,66.68491
123.6368,67.9728
111.5203,67.22708
135.3127,69.68289
126.2811,66.59604
128.3855,66.10015
110.5005,67.86074
125.1627,68.01097
131.7113,67.5839
129.2797,67.5159
127.2682,68.53632
116.1557,65.53007
115.6411,67.01862
130.089,71.70261
119.1357,67.42779
138.6263,67.40744
132.1391,70.61318
133.7259,71.40194
103.413,64.09089
140.5224,68.57917
139.2476,70.44562
137.1816,68.78892
128.6937,68.17666
119.6812,67.25766
134.283,69.58706
117.5826,65.62971
149.014,70.16689
125.2519,66.6029
137.9874,66.8357
114.0989,67.74481
105.5528,67.01471
129.1214,68.82323
121.6671,66.53189
125.6806,64.95852
106.5133,66.39552
145.4679,69.15387
137.8311,67.3919
108.3132,66.46185
117.8311,66.04052
137.0213,70.38614
94.93893,65.65727
121.7877,67.33538
127.8304,69.28239
136.728,70.2126
113.3811,64.3484
139.7068,69.31893
137.8162,71.18364
104.8015,66.69679
129.3583,69.94556
138.6321,66.51505
116.5963,64.14991
124.8835,69.92795
137.4516,66.73025
140.2377,68.51984
136.2189,67.32388
104.3901,64.05124
119.4984,68.15534
118.2663,67.71709
130.1457,66.70415
129.0666,67.41672
132.7511,68.76344
117.4982,67.84973
130.8403,67.26853
125.5251,68.45943
115.863,67.22402
128.8302,66.8748
109.3304,66.74881
125.8588,69.44453
107.2491,65.4609
125.2769,68.67207
129.2856,69.85604
122.2752,69.12214
130.3915,69.21372
132.8653,67.02625
130.4108,67.69648
154.3757,70.06564
137.7144,69.36177
123.928,69.0855
127.1621,68.21874
126.3357,68.60997
114.9381,66.55127
118.2746,68.71959
122.5043,68.58571
120.3915,69.08825
98.47908,66.85375
131.2951,68.56317
116.8011,66.72783
131.919,66.73504
118.3939,68.65369
120.0249,66.11318
126.7391,66.7098
152.5009,67.44065
120.6596,69.25731
130.2,68.75465
138.8221,70.94505
136.6213,67.77684
105.4542,66.24745
130.3208,62.64956
129.5017,67.42044
112.1223,64.44748
107.7735,67.88848
142.2364,70.5403
130.1736,70.31573
133.648,67.8145
106.9745,64.61064
127.1369,68.75828
141.6155,70.67508
123.8881,64.79201
124.7274,67.22238
133.492,66.7514
140.1252,69.90536
135.2445,71.96265
129.5831,65.42972
120.7322,66.60135
133.7433,66.4318
104.3528,66.34089
140.0099,69.96979
120.8264,71.64134
115.9752,66.24195
117.0558,68.69749
129.4873,67.15067
133.6015,71.9673
126.6594,68.5542
122.6178,67.05171
132.9071,67.50469
125.2964,68.78436
114.7138,67.07846
131.4842,65.46411
123.4755,69.49787
120.1682,64.67323
134.088,69.32483
121.9653,64.39847
103.3546,67.9694
112.4828,68.17004
105.3961,66.87249
135.062,67.30874
132.1296,68.26251
127.2412,65.36754
125.0147,68.94823
113.585,67.50617
120.1023,64.29247
129.7442,65.5634
128.7635,68.65306
104.2348,67.66637
125.962,66.46271
138.3373,69.61949
144.0366,70.151
137.1058,68.00747
130.6387,68.85235
124.7815,70.34804
134.4502,65.0196
132.8462,67.58782
135.425,67.96341
124.1334,64.23356
143.9272,71.82677
124.9954,68.40776
155.452,72.92705
124.8133,68.2634
128.3211,71.32032
142.9052,69.04566
115.9,65.18871
121.9962,66.94576
136.23,69.21635
120.8577,65.53434
107.684,64.91416
104.361,66.40921
130.011,66.51021
127.6238,68.98924
142.0184,70.39002
134.5354,67.27302
124.1453,68.27392
125.066,66.13665
138.2726,69.8415
125.4025,69.24298
107.8487,69.49259
138.7248,68.01659
126.4965,67.14071
122.5994,67.32799
117.1647,67.22067
122.9325,67.2075
133.3385,71.22072
127.7046,62.61388
112.4733,66.05642
111.0985,68.6259
128.5118,66.42125
122.9677,67.66226
125.7629,67.87257
142.9565,69.43314
108.1239,66.91873
131.3885,67.0773
123.3667,66.38627
118.5143,66.88154
135.2062,70.13999
129.3282,65.0467
147.0635,67.94255
126.7902,65.69521
123.84,65.69631
118.6554,68.06505
127.0804,65.57689
137.4305,69.51367
132.4546,68.01036
113.2777,65.97185
117.6372,68.50408
125.8654,68.6578
128.857,64.90631
121.5519,66.86878
101.7983,67.45601
136.4959,70.57507
113.2549,65.50493
139.6333,68.03809
132.7411,70.44638
111.3947,66.83931
102.0057,66.38356
124.0644,68.33698
137.8685,69.41356
134.7202,67.82728
139.0328,69.1966
118.1128,66.58126
132.2918,65.86804
127.8828,67.92387
114.3964,67.65969
135.8661,69.00849
110.9974,68.02905
113.0832,67.90776
102.687,67.89813
159.3967,70.78714
129.7132,66.32968
141.4122,71.20406
129.9013,67.87705
116.2096,65.94546
126.6121,69.87679
114.8391,65.79065
130.9476,70.22362
117.224,68.85931
128.0368,67.99466
129.2199,67.08757
124.9153,68.85889
119.7681,66.06887
137.758,70.41331
124.0211,68.26431
125.9789,70.00963
125.507,65.69038
118.2146,70.94803
152.6344,70.40454
124.0016,67.93137
130.8507,67.24148
132.5789,67.43967
137.5606,67.97769
134.532,69.69329
120.9022,68.88
117.7639,66.22857
113.2767,64.74463
147.1355,71.14304
113.5152,65.97479
159.7844,69.43298
125.1913,65.39464
127.5662,68.47642
125.6505,67.68893
118.6649,69.77827
136.0667,73.85521
122.8314,68.65677
133.0347,68.88401
136.451,66.74014
126.3811,68.04482
114.2042,64.85449
120.3379,67.03991
119.8795,65.56486
134.1961,68.13322
125.6206,65.6523
138.8165,72.22353
126.3497,67.93045
135.7442,70.43116
138.0519,68.08474
126.1461,69.8667
120.9616,68.70872
139.8337,68.58329
122.2411,66.67676
129.7149,69.96239
137.1631,66.29991
104.5086,65.76482
135.7377,69.11191
111.5493,66.87869
147.7067,67.36932
150.4786,69.93728
133.0872,69.81301
140.7383,66.56086
130.441,70.95923
127.5606,69.19946
133.9221,70.28687
145.462,69.97118
133.8265,69.9306
126.2885,67.23945
117.1077,67.2735
128.5263,66.48165
120.2431,68.44572
114.7654,66.89716
132.424,65.29685
132.1972,69.06524
135.255,68.02311
113.9045,70.02667
117.297,65.82948
150.618,70.21039
143.2179,68.55081
132.1823,66.17612
134.9196,67.36138
122.1659,69.98058
122.904,65.49847
108.7074,67.22664
132.6449,67.28114
121.0436,66.27424
117.715,67.20346
133.341,69.96933
138.2921,70.33173
130.4579,67.60168
117.4415,70.12592
107.1855,65.79449
128.3023,67.9113
114.237,66.60677
116.3676,66.36069
124.5841,69.37216
131.53,69.08983
137.6548,68.03826
127.1615,66.72346
110.4732,65.5982
125.4882,66.56595
124.8483,68.54091
136.4508,71.80497
123.6033,69.41584
126.7841,67.91457
141.1367,66.63057
127.3606,70.00844
134.9724,67.21345
135.8397,69.9974
142.7681,70.44321
126.5143,69.99219
131.7103,71.11277
126.6811,68.42954
122.6931,71.73402
134.2315,68.25089
120.9306,72.13361
132.2909,69.0911
132.287,66.02501
126.1785,65.3813
118.2022,67.27872
126.4329,68.98874
120.3791,68.9963
103.6353,66.75512
112.3691,66.09072
119.6693,68.70395
106.3895,64.72417
120.2067,69.53108
156.5971,71.32029
132.4808,69.25388
132.0505,70.01373
148.9722,72.0594
128.9143,68.49943
109.9494,67.20711
121.8319,67.4277
136.4146,67.38905
154.4947,68.81456
116.8189,65.56306
123.4374,68.86564
128.5252,67.63208
114.5546,63.64527
142.8329,69.12102
124.5284,70.19208
109.5514,68.62725
137.4034,68.58176
119.4607,66.78338
122.7447,67.68417
143.4836,68.79943
116.2868,66.72578
120.3912,67.68983
117.8198,67.24673
131.9536,70.80139
128.8624,69.81422
118.315,67.41926
140.7132,68.10832
138.7414,69.52176
123.6693,66.44673
104.0396,66.50938
122.9904,68.27624
131.6367,67.51054
122.1745,68.2331
128.2344,69.20004
135.757,68.22569
116.2938,69.67618
134.0076,69.15372
127.5092,67.44681
145.7932,71.4192
141.9976,66.01984
127.9425,67.5773
140.2004,64.49893
126.914,70.19674
123.7364,67.51149
119.0958,66.75836
132.4222,66.36645
126.7739,65.96947
138.5358,67.47588
115.0837,65.8521
122.7868,67.1238
138.6654,69.1103
113.5556,64.77536
126.086,68.77562
128.952,69.56475
137.0564,66.86676
142.6514,67.45183
127.0386,66.7056
130.8347,69.45967
120.0967,67.83848
137.3509,67.65053
135.0166,69.02638
125.4398,68.05329
113.7752,65.0137
128.7894,67.74935
110.3175,67.3018
169.1268,69.57329
127.2647,66.46916
121.7823,67.37618
123.2914,66.03128
126.5258,67.88652
124.1856,66.60311
119.5459,67.72857
125.1912,66.20895
126.2716,69.24463
110.894,68.69724
120.3019,66.70205
135.0369,71.16914
152.6168,65.43614
130.5463,67.25401
123.7466,68.05015
134.9316,70.48365
129.6641,69.03379
118.1433,65.4187
136.9932,68.94762
107.7319,68.75178
135.5159,69.54295
123.7345,66.34532
146.4336,69.9271
127.9335,66.65813
123.4302,68.55262
122.5101,65.96412
119.1983,69.48892
137.1607,66.3432
123.3591,68.28599
126.1915,68.39674
111.5519,65.75868
133.9494,68.36155
134.4253,69.21078
114.8024,67.22096
124.7691,68.65998
110.3778,68.44603
125.9397,70.35705
137.9496,71.52468
141.0108,67.94061
127.3467,70.04339
130.1828,64.54078
127.6085,66.18181
124.1533,68.11241
151.7634,69.5091
135.5982,71.46618
131.2158,67.79009
121.2608,64.8491
137.4995,66.50511
144.6209,70.0677
116.8405,69.80295
131.8359,70.14185
133.605,67.22436
138.1052,71.97836
136.5839,69.32003
123.8328,67.41409
131.0779,68.08026
136.8494,68.13257
130.5691,70.37547
132.9542,70.31686
121.2351,65.5543
118.3996,64.65127
122.1652,69.73363
121.728,67.69405
118.4049,70.20483
120.621,64.46691
134.4838,69.64553
131.2404,69.29407
121.228,68.98608
110.6602,67.32147
134.4204,69.65674
148.5606,69.91295
129.7384,70.938
109.4881,68.91523
131.1947,68.55359
121.931,66.76524
138.8549,70.89744
134.9595,73.09657
145.0718,69.22647
116.5654,63.65093
129.734,66.46411
123.7944,68.35474
124.2097,67.57134
135.5006,66.83183
143.0166,69.62922
126.0365,68.05903
134.5517,67.54296
116.7611,69.303
128.9351,67.38937
134.6404,71.45669
128.3649,68.49029
125.7087,65.84126
133.4489,69.25123
103.0865,64.51431
127.065,67.82414
118.2251,65.84897
122.6757,70.67116
124.6458,67.11351
138.5996,67.59487
116.4343,66.33295
140.0236,69.89298
142.4689,66.38557
125.1139,67.1027
113.1903,66.43884
120.4629,66.12177
133.6411,67.00531
101.9669,64.16307
135.9051,67.32597
121.8755,66.94272
142.7891,69.08751
132.9498,70.44232
125.3998,67.9102
119.5183,66.51569
128.4407,67.3862
120.9619,68.10423
110.0212,67.51842
108.7627,68.2832
128.0636,67.79292
121.2109,68.30939
113.9021,66.19976
142.3934,65.84849
135.0981,68.82083
135.9867,68.96333
133.625,69.04066
123.5221,64.90924
121.1495,64.53827
139.379,71.75047
132.2175,66.93045
129.4864,65.54236
91.8085,64.84131
130.0474,66.98431
118.8111,66.14261
145.2176,70.81757
152.0833,68.91444
100.2743,66.66634
137.6556,70.48203
135.5083,69.91213
118.6405,66.64902
145.8844,69.01354
115.3104,66.26097
119.3074,68.89543
132.1547,71.22325
124.6849,68.68597
135.1557,69.89911
116.0361,68.69947
136.027,69.8535
112.1713,63.44123
133.1515,64.11532
132.088,71.75025
135.4905,66.19729
126.827,65.72997
137.5684,72.16986
127.293,66.48739
124.2118,69.31215
119.5556,68.02947
91.25752,65.97774
142.5115,71.29851
127.7847,71.5143
128.8566,68.60076
135.9276,68.18368
151.879,69.8811
132.0277,67.93999
123.1697,69.80319
117.6912,65.19641
127.0545,67.8403
137.9252,68.50897
115.1881,65.14879
120.6277,66.95341
136.41,68.25949
149.0647,68.03615
111.3072,64.54579
127.8014,71.52318
137.7495,69.57994
129.9887,66.84427
123.3208,68.5828
146.7832,69.51119
135.4823,67.49702
129.0149,67.20475
136.768,67.66461
122.5324,70.03691
118.0131,68.89205
135.317,68.85894
143.2456,68.40447
137.8977,69.51754
135.0191,69.63896
135.026,68.27563
122.9795,65.59198
120.4781,64.35791
135.534,67.63682
137.0927,69.47515
133.3871,68.93408
133.4505,65.98502
124.4906,67.65672
144.5481,68.79529
133.8378,66.82439
109.9033,68.7321
122.7443,66.33945
99.0744,67.47277
134.7996,67.72698
116.8893,65.20132
135.6049,71.49103
113.6473,65.24026
139.7899,69.99307
121.4679,65.18268
134.3005,70.06241
125.2,68.61652
124.9999,68.15831
117.5449,63.48187
142.6142,71.29462
143.9751,70.11496
141.5128,68.83929
113.8639,70.15775
133.7791,69.59681
122.5777,65.83263
135.4846,71.32785
143.309,68.20864
134.3715,71.87288
128.963,69.35277
142.3413,67.94055
138.7374,69.71919
113.3238,64.67334
118.6681,65.33432
144.152,67.46316
155.0439,71.08038
135.3184,66.66043
109.9437,67.7645
124.4395,67.23122
134.417,67.43133
130.7336,69.74968
128.6113,68.14016
133.3423,68.9402
136.4262,69.35342
140.5089,69.8643
136.0998,69.31822
105.284,65.9301
127.227,68.42378
120.6136,65.94139
115.003,68.18063
129.9544,70.25983
104.3081,66.05596
131.4725,67.73703
126.3612,65.29545
121.2363,68.16479
140.2805,68.95501
129.2682,68.19061
126.2858,69.5707
137.4431,70.02356
117.2798,69.14845
121.0725,70.24309
142.7478,70.66018
125.9385,67.45148
114.225,65.03584
133.1533,70.45839
120.7303,67.11299
137.3349,68.24423
105.3169,66.7588
116.3236,68.7307
118.147,63.45132
133.6457,69.32305
123.9537,69.07258
143.4905,70.51044
117.9183,67.29369
142.08,69.33952
136.4499,67.33993
120.6503,66.34535
125.5261,64.39297
113.1137,66.67639
134.7475,72.36601
111.0142,68.24893
122.3297,65.53245
130.4762,67.60693
124.5562,68.68598
129.6617,68.61117
141.8458,70.92173
123.953,69.31458
130.441,68.56604
127.0952,68.63936
136.0598,66.36369
114.0398,68.99555
122.2341,67.46519
123.7772,67.80467
116.7279,71.52782
154.5031,72.49367
123.1233,66.60755
138.9521,71.07038
150.3119,66.33447
129.6463,71.17232
138.4825,69.03651
137.7115,69.34919
126.4259,68.05366
132.8622,71.4948
115.3726,69.06112
110.6226,68.23732
120.392,67.93276
130.1554,68.55485
125.7973,67.5741
117.4231,66.36239
133.7229,70.76127
131.2588,67.10716
127.8143,64.5143
120.9216,67.47838
141.0636,67.23335
144.1656,67.99254
121.6819,67.458
121.3264,66.80866
124.8608,66.09963
124.1474,66.12053
130.2642,64.70924
119.7938,69.01541
137.7862,67.46277
137.8791,71.60898
130.997,69.08877
115.8327,67.81669
128.5074,70.74181
119.3601,64.4356
139.7362,70.81481
129.5891,64.90712
126.8148,68.30316
132.9198,68.41201
99.69835,66.35212
124.5827,67.27049
120.3137,66.63726
84.26295,65.00921
124.4028,67.69319
128.8174,70.26676
121.0948,66.19211
126.6962,65.62693
135.744,71.58993
108.706,68.54869
122.0975,68.52266
109.3178,66.21562
113.8038,65.71102
159.4608,72.23909
139.0226,66.533
125.9181,67.42805
123.4824,64.33729
140.0057,68.29721
128.4365,69.15487
132.4955,69.50939
112.9736,65.75398
155.7617,67.22359
116.0386,66.0023
115.5906,67.83406
138.3516,71.42677
112.8601,68.93168
133.5413,68.26056
112.2883,65.24947
137.7297,66.60071
122.6836,69.48187
108.3135,66.24301
139.3953,65.05662
119.9003,69.89977
149.1915,69.30058
127.4068,72.0775
118.3092,65.99698
135.0451,68.87245
120.4317,68.64611
131.041,67.65677
128.0926,69.15197
141.614,70.05894
135.1406,71.40809
147.5304,69.03498
104.5216,66.53406
124.1642,67.71834
130.3102,67.63519
120.5525,66.43601
117.8028,68.15413
124.0657,68.81782
140.2734,70.69194
124.0408,66.05342
143.68,72.41769
117.7358,66.93146
118.2815,65.53734
127.8454,67.54175
136.177,67.76318
113.1378,66.14528
117.5526,66.70349
133.8826,65.09221
131.2102,68.49307
94.21964,65.16644
127.7961,67.50707
100.2388,65.76724
124.5368,67.14094
139.8293,67.34801
129.0105,68.64599
125.379,69.94177
123.9033,67.30477
147.1507,68.78142
113.5479,66.12327
117.2405,66.30368
128.0275,69.18567
118.8067,66.90853
124.6767,68.70313
148.1246,71.08677
122.9936,65.52597
116.068,66.20537
107.6202,66.6718
137.0353,68.72702
120.6447,66.7039
118.8854,64.89628
129.5464,68.21209
134.0139,70.50017
127.2599,66.65252
135.6923,68.51303
142.98,68.45497
110.3751,68.61334
116.6516,67.78067
130.0152,68.61734
142.6604,70.42853
108.0995,65.45001
119.4805,70.69777
111.5318,67.28034
129.6186,66.4768
125.0064,65.08921
119.046,66.56312
129.5537,65.84797
133.2109,69.45763
144.2612,70.28788
131.5842,65.38017
90.16983,66.49187
135.136,67.43263
125.0421,68.81347
95.73883,62.92771
135.4546,69.3757
112.0029,64.73432
143.0838,68.97699
133.1309,69.37021
110.4167,65.63449
129.8376,68.33529
122.3385,65.0522
122.1685,68.70485
150.0087,66.64719
135.8583,67.91847
128.5779,64.00018
127.6864,68.90973
116.6157,67.83403
161.6214,72.14918
119.386,65.93135
121.8461,66.35334
130.6059,68.14895
124.2612,65.85562
126.2855,65.85908
111.3166,67.61041
131.1387,67.74703
118.814,67.43873
130.0191,68.20254
127.2159,67.42837
140.8074,69.06903
138.4305,67.77306
129.8077,67.11898
141.0015,69.69668
102.6498,62.6775
130.2661,67.26069
140.0166,70.02024
134.2776,67.30077
144.6739,69.78242
123.3616,68.96031
129.4534,68.86806
110.1402,67.56025
130.6182,65.08546
117.2168,67.17754
125.558,69.77675
137.4401,69.57213
132.9983,69.81071
112.1204,69.44528
140.3979,69.4941
133.3581,67.71518
123.5644,71.37261
111.4393,67.94484
134.7116,71.28888
128.6627,68.26826
127.3814,68.89648
123.9987,67.72198
126.974,69.5539
130.2877,65.2832
118.9465,65.05616
125.9928,69.57506
145.2695,73.95409
131.8694,64.67156
135.8198,67.41711
143.4551,72.83837
147.1762,66.35943
134.6977,70.21614
135.6669,67.76837
123.9896,68.21712
140.0683,70.10091
118.0146,67.59479
132.4516,70.12489
128.829,64.55975
142.5893,69.18894
108.3347,64.18631
139.2589,67.82633
112.3772,67.78211
115.3454,68.12769
122.5675,66.9149
107.2211,69.55254
114.081,67.09352
124.5166,71.3619
137.383,71.16679
133.1983,69.36125
116.7798,65.62974
153.339,67.50367
136.3467,71.06365
117.7597,66.49246
135.4338,69.98023
120.7832,66.36915
129.9118,65.72799
138.4072,67.22453
128.9191,69.6795
111.703,66.91326
128.2739,68.26178
119.1325,64.98478
104.76,68.0698
136.6399,68.61422
132.3913,66.30294
142.0639,68.38352
130.2864,65.93684
144.1251,69.26443
132.3308,69.85744
127.413,67.08825
106.8324,63.19953
125.7713,72.94152
151.8206,70.37958
118.6562,66.63283
141.1954,72.50855
125.1979,71.36999
138.7086,68.75583
120.2989,69.62903
117.9536,68.16407
122.0631,66.83708
156.4056,70.18194
114.9246,67.86367
130.4239,71.10272
141.6525,73.58262
134.7504,68.32952
121.6314,66.44661
118.6352,67.18734
122.4953,67.49287
119.4673,66.38595
121.2471,67.25681
136.4983,69.31111
117.3852,68.14806
115.4428,68.12645
135.9818,66.38526
127.3092,67.65899
114.6022,69.58252
125.8834,67.4652
121.2715,66.54185
143.0669,67.20255
106.4818,67.9341
113.4885,64.97055
133.0219,69.56655
141.6156,70.30948
138.6939,69.61829
104.0323,65.59094
119.8473,67.8259
119.9125,68.03804
125.7243,68.19362
115.4595,68.25109
121.7398,68.43965
150.4439,66.34605
138.1689,68.58532
141.2293,68.55442
129.7799,71.03808
122.9159,64.47771
122.8109,64.58247
117.7137,70.13052
125.232,64.90601
124.495,68.99646
115.7638,67.61832
140.8429,69.63195
111.8194,66.05471
127.1661,71.32499
138.4063,67.85806
135.9299,69.45941
127.7205,66.64834
110.4212,64.97782
122.438,67.87711
136.5598,72.31294
134.0436,67.14057
114.5911,64.43728
117.9921,66.67002
128.0073,68.59476
129.924,71.47766
125.5075,68.63009
120.5523,67.6305
126.4208,70.06317
123.631,67.44197
115.4171,68.03318
129.6403,67.4692
110.1478,68.92912
115.8672,67.31979
133.8044,68.047
136.5008,67.90838
124.0748,69.6925
130.6542,68.62706
148.3087,68.84882
123.5118,66.59651
133.3485,68.15322
110.1892,68.66291
124.0764,69.21557
129.7241,67.36
104.7027,68.07738
134.1397,66.52751
136.6591,70.42237
132.8673,67.07823
126.4911,66.43387
114.7128,67.98753
158.4771,71.27188
123.3098,68.04701
142.6713,72.61099
115.842,64.68513
97.83008,68.43352
125.707,67.27211
138.2249,68.75891
116.3683,68.49528
151.8387,69.2542
127.9952,68.77305
111.4943,65.17589
119.0602,68.21604
120.3285,67.30043
115.128,67.86067
120.3097,66.00059
120.4223,66.6625
129.1886,67.60112
125.8767,69.01782
111.3564,65.7622
127.3243,66.63706
130.3186,68.11546
127.4867,66.70442
144.6741,70.22831
126.7203,66.28448
141.1438,71.60477
135.5828,68.82431
138.3058,69.98686
129.9339,68.30179
119.0595,66.6512
129.557,63.50812
136.7802,69.5967
124.4031,64.89411
129.976,67.67866
116.4489,66.70638
102.8583,67.10993
140.878,69.90802
122.7092,67.71135
119.3298,67.5598
103.6839,64.20492
135.5008,71.00101
109.4734,68.81199
108.1062,67.94764
131.4376,68.21642
125.3836,66.17682
144.3117,68.69922
109.3633,68.70501
125.4205,69.61334
122.5754,69.75186
148.6212,71.46053
111.1764,69.36257
109.3832,67.40368
119.4349,69.81058
140.3522,70.47149
143.1496,66.7402
105.8021,63.91222
136.8885,67.8694
116.9535,66.84936
115.9419,66.07377
133.3074,68.48646
141.7503,71.77202
137.7559,67.55856
134.3729,66.28302
119.3438,68.43875
115.6909,67.07508
122.1442,70.60636
135.3984,68.8942
134.3577,69.88244
138.0941,68.93627
117.9849,65.14713
136.8724,68.68398
117.9312,67.56665
145.8697,68.73881
119.0578,68.96333
121.7189,68.5465
121.6697,67.85396
127.6795,64.96046
129.2295,68.58674
110.8076,67.92544
118.6172,69.3629
146.5188,70.90905
132.6966,69.28772
119.9738,69.06553
109.856,66.60716
118.2264,69.19515
128.6528,69.42865
127.3597,70.09399
103.3027,64.50077
115.9257,65.72099
112.889,66.05702
118.5959,62.40403
148.6113,72.90965
131.9039,66.22193
129.6126,65.97161
122.1707,67.82515
152.1123,71.16689
101.8952,65.46284
144.0831,68.92267
137.295,68.57821
141.0431,68.53972
131.7326,66.17685
143.3108,70.90225
114.8461,69.42553
107.4208,67.5235
110.2544,67.09865
121.8217,66.84169
126.529,67.80772
121.3218,67.14173
137.4274,70.57017
125.8786,65.05533
139.6533,70.03645
118.4718,66.21546
127.3112,63.142
105.3351,64.01004
124.9629,69.0029
105.3681,65.635
121.1566,68.59588
142.3453,68.8021
122.1038,69.03779
116.5428,67.04484
117.0908,66.03639
127.3049,69.62664
113.4762,67.3924
134.5287,71.00376
114.9908,67.93633
129.2673,68.63648
126.3473,68.62805
142.6824,67.83335
122.0253,67.39028
114.5964,68.46455
123.31,70.16762
144.323,68.79997
117.5716,68.04005
144.1516,68.0575
128.3014,69.66688
138.9831,67.88892
128.4548,69.43039
151.2938,68.70589
116.8306,66.73086
128.6177,69.36545
145.0769,68.02714
111.8354,65.88695
